district,schooldbn,name,telephone,address,Postcode,Borough,url,Latitude,Longitude
9,09X361,The Highbridge Green School,718-410-5770,"200 West 167Th Street, Bronx, NY 10452",10452.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9919,40.838224,-73.927891
9,09X413,Bronx School for Medical Science,718-410-4040,"240 East 172 Street, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9925,40.840422,-73.91091
9,09X454,Science and Technology Academy: A Mott Hall School,718-293-4017,"250 East 164 Street, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9931,40.828696,-73.917668
9,09X505,"Bronx School for Law, Government and Justice",718-410-3430,"244 East 163 Street, Bronx, NY 10451",10451.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9936,40.827607,-73.918681
9,09X568,Young Women's Leadership School of the Bronx,718-731-2590,"1865 Morris Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9943,40.848547,-73.908416
9,09X593,South Bronx International Middle School,718-588-0341,"1000 Teller Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9945,40.827941,-73.914374
9,09X594,New Pathways Academy,718-588-8349,"1000 Teller Avenue, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/9946,40.827941,-73.914374
10,10X003,P.S. 3 Raul Julia Micro Society,718-584-1899,"2100 Lafontaine Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10031,40.849897,-73.892289
10,10X015,P.S. X015 Institute for Environmental Learning,718-563-0473,"2195 Andrews Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10040,40.85881,-73.909746
10,10X020,"PS/MS 20 P.O.George J. Werdann, III",718-515-9370,"3050 Webster Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10042,40.870002,-73.878875
10,10X037,P.S. X037 - Multiple Intelligence School,718-796-0360,"360 West 230 Street, Bronx, NY 10463",10463.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10053,40.880263,-73.910466
10,10X045,Thomas C. Giordano Middle School 45,718-584-1660,"2502 Lorillard Place, Bronx, NY 10458",10458.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10055,40.858692,-73.887214
10,10X080,J.H.S. 080 The Mosholu Parkway,718-405-6300,"149 East Mosholu Pkwy N, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10066,40.876299,-73.881532
10,10X086,P.S. 086 Kingsbridge Heights,718-584-5585,"2756 Reservoir Avenue, Bronx NY 10468",10468.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10070,40.869835,-73.89874
10,10X095,P.S. 095 Sheila Mencher,718-796-9200,"3961 Hillman Avenue, Bronx, NY 10463",10463.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10076,40.882898,-73.891256
10,10X118,J.H.S. 118 William W. Niles,718-584-2330,"577 East 179 Street, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10077,40.848339,-73.89308
10,10X141,Riverdale / Kingsbridge Academy,718-796-8516,"660 West 237 Street, Bronx, NY 10463",10463.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10078,40.888338,-73.913486
10,10X206,I.S. 206 Ann Mersereau,718-584-1570,"2280 Aqueduct Avenue, Bronx, NY 10468",10468.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10082,40.859686,-73.906495
10,10X225,Theatre Arts Production Company School,718-584-0832,"2225 Webster Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10089,40.854515,-73.896703
10,10X228,Jonas Bronck Academy,718-365-2502,"400 East Fordham Road, Bronx, NY 10458",10458.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10092,40.8609,-73.891931
10,10X243,West Bronx Academy for the Future,718-563-7139,"500 East Fordham Road, Bronx, NY 10458",10458.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10095,40.860043,-73.888267
10,10X244,The New School for Leadership and Journalism,718-601-2869,"120 West 231 Street, Bronx, NY 10463",10463.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10096,40.875916,-73.90111
10,10X254,I.S. 254,718-220-8700,"2452 Washington Avenue, Bronx, NY 10458",10458.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10098,40.858815,-73.890232
10,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",718-584-6004,"2100 Walton Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10101,40.854432,-73.905566
10,10X280,P.S./M.S. 280 Mosholu Parkway,718-405-6360,"3202 Steuben Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10103,40.877202,-73.881773
10,10X308,Bronx Dance Academy School,718-515-0410,"3617 Bainbridge Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10109,40.885116,-73.877679
10,10X315,P.S. 315 Lab School,929-237-7750,"2865 Claflin Avenue, Bronx, NY 10468",10468.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10112,40.873239,-73.899722
10,10X331,The Bronx School of Young Leaders,718-583-4146,"40 West Tremont Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10114,40.851823,-73.91118
10,10X342,International School for Liberal Arts,718-329-8570,"2780 Reservoir Avenue, Bronx, NY 10468",10468.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10118,40.870293,-73.898309
10,10X363,Academy For Personal Leadership And Excellence,718-220-3139,"120 East 184 Street, Bronx, NY 10468",10468.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10125,40.859752,-73.900161
10,10X368,In-Tech Academy,718-432-4300,"2975 Tibbett Avenue, Bronx, NY 10463",10463.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10127,40.879368,-73.909896
10,10X390,M.S. 390,718-583-5501,"1930 Andrews Avenue, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10132,40.854701,-73.913197
10,10X391,The Angelo Patri Middle School,718-584-1295,"2225 Webster Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10133,40.854515,-73.896703
10,10X447,Creston Academy,718-367-5035,"125 East 181 Street, Bronx, NY 10453",10453.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10144,40.854872,-73.903458
11,11X019,P.S. 019 Judith K. Weiss,718-324-1924,"4318 Katonah Avenue, Bronx, NY 10470",10470.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10227,40.899295,-73.8675
11,11X083,P.S./M.S. 083 Donald Hertz,718-863-1993,"950 Rhinelander Avenue, Bronx, NY 10462",10462.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10235,40.849395,-73.859249
11,11X089,P.S. /M.S. 089 Bronx,718-653-0835,"980 Mace Avenue, Bronx, NY 10469",10469.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10240,40.863055,-73.859387
11,11X127,J.H.S. 127 The Castle Hill,718-892-8600,"1560 Purdy Street, Bronx, NY 10462",10462.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10259,40.837931,-73.853524
11,11X144,J.H.S. 144 Michelangelo,718-794-9749,"2545 Gunther Avenue, Bronx, NY 10469",10469.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10260,40.863735,-73.83607
11,11X175,P.S./M.S. 175 City Island,718-885-1093,"200 City Island Avenue, Bronx, NY 10464",10464.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10268,40.843873,-73.785219
11,11X180,M.S. 180 Dr. Daniel Hale Williams,718-904-5650,"700 Baychester Avenue, Bronx, NY 10475",10475.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10271,40.87302,-73.833776
11,11X181,I.S. 181 Pablo Casals,718-904-5600,"800 Baychester Avenue, Bronx, NY 10475",10475.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10272,40.87529,-73.833912
11,11X194,P.S./M.S. 194,718-892-5270,"2365 Waterbury Avenue, Bronx, NY 10462",10462.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10275,40.834782,-73.846632
11,11X287,North Bronx School of Empowerment,718-652-0519,"3710 Barnes Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10282,40.880873,-73.860904
11,11X326,Bronx Green Middle School,718-325-6593,"2441 Wallace Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10286,40.862109,-73.864577
11,11X355,Bronx Alliance Middle School,718-652-2060,"3750 Baychester Avenue, Bronx, NY 10466",10466.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10287,40.884953,-73.840524
11,11X370,Leaders of Tomorrow,718-994-1028,"3710 Barnes Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10290,40.880873,-73.860904
11,11X462,Cornerstone Academy for Social Action Middle School,718-794-7970,"3441 Steenwick Avenue, Bronx, NY 10475",10475.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10293,40.883025,-73.830366
11,11X468,Pelham Academy of Academics and Community Engagement,718-881-3136,"2441 Wallace Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10294,40.862109,-73.864577
11,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,718-409-3001,"1640 Bronxdale Ave, Bronx, NY 10462",10462.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10297,40.84473,-73.858207
11,11X529,One World Middle School at Edenwald,718-515-6780,"3750 Baychester Avenue, Bronx, NY 10466",10466.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10303,40.884953,-73.840524
11,11X532,Baychester Middle School,718-547-1890,"3750 Baychester Avenue, Bronx, NY 10466",10466.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10304,40.884953,-73.840524
11,11X556,Bronx Park Middle School,718-652-6090,"2441 Wallace Avenue, Bronx, NY 10467",10467.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10308,40.862109,-73.864577
11,11X566,Pelham Gardens Middle School,718-794-9750,"2545 Gunther Avenue, Bronx, NY 10469",10469.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10309,40.863735,-73.83607
12,12X098,J.H.S. 098 Herman Ridder,718-589-8200,"1619 Boston Road, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10378,40.8359,-73.890458
12,12X129,M.S. 129 Academy for Independent Learning and Leadership,718-933-5976,"2055 Mapes Avenue, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10379,40.845878,-73.886184
12,12X190,E.S.M.T- I.S. 190,718-620-9423,"1550 Crotona Park East, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10384,40.836575,-73.892817
12,12X211,P.S. 211,718-901-0436,"1919 Prospect Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10389,40.843546,-73.889755
12,12X214,P.S. 214,718-589-6728,"1970 West Farms Road, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10394,40.839565,-73.880358
12,12X217,School of Performing Arts,718-589-4844,"977 Fox Street, Bronx, NY 10459",10459.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10397,40.822443,-73.893902
12,12X242,Mott Hall V,718-620-8160,"1551 East 172Nd Street, Bronx, NY 10472",10472.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10399,40.831416,-73.877785
12,12X318,"I.S. X318 Math, Science & Technology Through Arts",718-294-8504,"1919 Prospect Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10413,40.843546,-73.889755
12,12X267,Bronx Latin,718-991-6349,"800 Home Street, Bronx, NY 10456",10456.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10403,40.827743,-73.900105
12,12X271,East Bronx Academy for the Future,718-861-8641,"1716 Southern Boulevard, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10405,40.836356,-73.888361
12,12X273,Frederick Douglass Academy V. Middle School,718-561-1617,"2111 Crotona Avenue, Bronx, NY 10457",10457.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10406,40.848472,-73.888561
12,12X286,Fannie Lou Hamer Middle School,718-319-7270,"1001 Jennings Street, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10407,40.831165,-73.887094
12,12X316,Kappa III,718-561-3580,"2055 Mapes Avenue, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10412,40.845878,-73.886184
12,12X341,Accion Academy,718-378-1649,"977 Fox Street, Bronx, NY 10459",10459.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10414,40.822443,-73.893902
12,12X383,Emolior Academy,718-842-2670,"1970 West Farms Road, Bronx, NY 10460",10460.0,BRONX,https://www.myschools.nyc/en/schools/middle-school/10415,40.839565,-73.880358
13,13K113,M.S. 113 Ronald Edmonds Learning Center,718-834-6734,"300 Adelphi Street, Brooklyn, NY 11205",11205.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10484,40.688811,-73.971009
13,13K265,Dr. Susan S. McKinney Secondary School of the Arts,718-834-6760,"101 Park Avenue, Brooklyn, NY 11205",11205.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10490,40.696324,-73.97578
13,13K266,M.S. 266 - Park Place Community Middle School,718-245-8766,"62 Park Place, Brooklyn, NY 11217",11217.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10491,40.678983,-73.976497
13,13K301,Satellite East Middle School,7182458766,"31 New York Avenue, Brooklyn, NY 11216",11216.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10499,40.679097,-73.94684
13,13K313,Dock Street School for STEAM Studies,718-780-7660,"19 Dock Street, Brooklyn, NY 11201",11201.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10504,40.703106,-73.992549
13,13K351,The Urban Assembly Unison School,718-399-1061,"170 Gates Avenue, Brooklyn, NY 11238",11238.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10506,40.68505,-73.960659
13,13K492,Academy of Arts and Letters,718-222-1605,"225 Adelphi Street, Brooklyn, NY 11205",11205.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10512,40.690765,-73.971376
13,13K527,Urban Assembly Institute of Math and Science for Young Women,718-260-2300,"283 Adams Street, Brooklyn, NY 11201",11201.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10516,40.694682,-73.988853
13,13K691,Fort Greene Preparatory Academy,718-254-9401,"100 Clermont Avenue, Brooklyn, NY 11205",11205.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10522,40.694633,-73.971165
13,13K915,MS 915,718-834-6740,"105 Tech Place, Brooklyn, NY 11201",11201.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/13248,40.694926,-73.986015
14,14K050,J.H.S. 050 John D. Wells,718-387-4184,"183 South  3 Street, Brooklyn, NY 11211",11211.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10563,40.711704,-73.960275
14,14K071,Juan Morel Campos Secondary School,718-302-7900,"215 Heyward Street, Brooklyn, NY 11206",11206.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10567,40.703624,-73.953146
14,14K084,P.S. 084 Jose De Diego,718-384-8063,"250 Berry Street, Brooklyn, NY 11211",11249.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10568,40.714785,-73.963
14,14K126,John Ericsson Middle School 126,718-782-2527,"424 Leonard Street, Brooklyn, NY 11222",11222.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10575,40.719819,-73.948625
14,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,718-622-9285,"850 Kent Avenue, Brooklyn, NY 11205",11205.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10583,40.695417,-73.959571
14,14K318,I.S. 318 Eugenio Maria De Hostos,718-782-0589,"101 Walton Street, Brooklyn, NY 11206",11206.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10592,40.7025,-73.948869
14,14K577,Conselyea Preparatory School,718-486-6211,"208 North  5 Street, Brooklyn, NY 11211",11211.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10607,40.715351,-73.956716
14,14K582,M.S. 582,718-456-8218,"207 Bushwick Avenue, Brooklyn, NY 11206",11206.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10608,40.708723,-73.940002
14,14K586,Lyons Community School,718-782-0918,"223 Graham Avenue, Brooklyn, NY 11206",11206.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10610,40.709941,-73.943641
14,14K614,Young Women's Leadership School of Brooklyn,718-387-5641,"325 Bushwick Avenue, Brooklyn, NY 11206",11206.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10612,40.705204,-73.939407
15,15K051,M.S. 51 William Alexander,718-369-7603,"350 5 Avenue, Brooklyn, NY 11215",11215.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10667,40.672015,-73.983947
15,15K088,J.H.S. 088 Peter Rouget,718-788-4482,"544 7Th Avenue, Brooklyn, NY 11215",11215.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10670,40.660024,-73.987637
15,15K136,I.S. 136 Charles O. Dewey,718-840-1950,"4004 4 Avenue, Brooklyn, NY 11232",11232.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10682,40.651977,-74.006862
15,15K442,M.S. 442 School for Innovation,718-369-4480,"500 19 Street, Brooklyn, NY 11215",11215.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10701,40.656944,-73.983115
15,15K443,New Voices School of Academic & Creative Arts,718-965-0390,"330 18 Street, Brooklyn, NY 11215",11215.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10702,40.660976,-73.988297
15,15K447,The Math & Science Exploratory School,718-330-9328,"345 Dean Street, Brooklyn, NY 11217",11217.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10703,40.683559,-73.98027
15,15K448,Brooklyn Collaborative Studies,718-923-4700,"610 Henry Street, Brooklyn, NY 11231",11231.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10705,40.68007,-74.001377
15,15K464,Park Slope Collegiate,718-832-4300,"237 7 Avenue, Brooklyn, NY 11215",11215.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10709,40.669629,-73.979287
15,15K497,The Boerum Hill School for International Studies,718-330-9390,"284 Baltic Street, Brooklyn, NY 11201",11201.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10711,40.685419,-73.993351
15,15K821,Sunset Park Prep,718-840-1951,"4004 4 Avenue, Brooklyn, NY 11232",11232.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10721,40.651977,-74.006862
15,15K839,M.S. 839,718-686-2730,"713 Caton Avenue, Brooklyn, NY 11218",11218.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10722,40.64759,-73.973362
16,16K035,M.S. 035 Stephen Decatur,718-574-2345,"272 Macdonough Street, Brooklyn, NY 11233",11233.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10791,40.681896,-73.935963
16,16K057,J.H.S. 057 Whitelaw Reid Academy of Arts and Business,718-574-2357,"125 Stuyvesant Avenue, Brooklyn, NY 11221",11221.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10795,40.691274,-73.933697
16,16K267,"M.S. 267 Math, Science & Technology",718-574-2318,"800 Gates Avenue, Brooklyn, NY 11221",11221.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10805,40.68832,-73.932275
16,16K308,P.S. 308 Clara Cardwell,718-571-6960,"616 Quincy Street, Brooklyn, NY 11221",11221.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10809,40.688695,-73.935499
16,16K681,Madiba Prep Middle School,718-574-2804,"1014 Lafayette Avenue, Brooklyn, NY 11221",11221.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10822,40.692126,-73.931731
16,16K898,The Brooklyn Green School,929-397-3340,"130 Rochester Avenue, Brooklyn, NY 11213",11213.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10825,40.674656,-73.927794
17,17K002,Parkside Preparatory Academy,718-462-6992,"655 Parkside Avenue, Brooklyn, NY 11226",11226.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10853,40.656183,-73.951583
17,17K061,M.S. 061 Dr. Gladstone H. Atwell,718-774-1002,"400 Empire Boulevard, Brooklyn, NY 11225",11225.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10858,40.664007,-73.94922
17,17K138,P.S. 138 Brooklyn,718-467-0800,"760 Prospect Place, Brooklyn, NY 11216",11216.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10864,40.67438,-73.951443
17,17K181,P.S. 181 Brooklyn,718-462-5298,"1023 New York Avenue, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10869,40.648215,-73.946374
17,17K189,P.S. 189 The Bilingual Center,718-756-0210,"1100 East New York Avenue, Brooklyn, NY 11212",11212.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10872,40.665565,-73.926246
17,17K246,M.S. 246 Walt Whitman,718-282-5230,"72 Veronica Place, Brooklyn, NY 11226",11226.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10880,40.648608,-73.952821
17,17K340,I.S. 340,718-857-5516,"227 Sterling Place, Brooklyn, NY 11238",11238.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10888,40.676094,-73.97038
17,17K352,Ebbets Field Middle School,718-941-5097,"46 Mckeever Place, Brooklyn, NY 11225",11225.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10889,40.665035,-73.959031
17,17K353,Elijah Stroud Middle School,718-638-3067,"750 Classon Avenue, Brooklyn, NY 11238",11238.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10890,40.674406,-73.960254
17,17K354,The School of Integrated Learning,718-774-0362,"1224 Park Place, Brooklyn, NY 11213",11213.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10891,40.672713,-73.936924
18,18K366,The Science And Medicine Middle School,718-688-6400,"965 East 107Th Street, Brooklyn, NY 11236",11236.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11012,40.647323,-73.892022
17,17K382,Academy for College Preparation and Career Exploration: A College Board School,718-564-2566,"911 Flatbush Avenue, Brooklyn, NY 11226",11226.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10895,40.649787,-73.95855
17,17K394,M.S. K394,718-756-3164,"188 Rochester Avenue, Brooklyn, NY 11213",11213.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10898,40.672762,-73.927973
17,17K484,Ronald Edmonds Learning Center II,718-467-0306,"430 Howard Avenue, Brooklyn, NY 11233",11233.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10905,40.673073,-73.919594
17,17K543,"Science, Technology and Research Early College High School at Erasmus",718-564-2540,"911 Flatbush Avenue, Brooklyn, NY 11226",11226.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10914,40.649787,-73.95855
17,17K590,Medgar Evers College Preparatory School,718-703-5400,"1186 Carroll Street, Brooklyn, NY 11225",11225.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10918,40.667195,-73.951167
17,17K722,New Heights Middle School,718-467-4501,"790 East New York Avenue, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10923,40.662447,-73.936382
18,18K066,P.S. 66,718-922-3505,"845 East  96 Street, Brooklyn, NY 11236",11236.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10982,40.64883,-73.907774
18,18K068,I.S. 068 Isaac Bildersee,718-241-4800,"956 East  82 Street, Brooklyn, NY 11236",11236.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10983,40.635553,-73.91079
18,18K211,I.S. 211 John Wilson,718-251-4411,"1001 East 100 Street, Brooklyn, NY 11236",11236.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10993,40.643278,-73.896212
18,18K235,The Lenox Academy,718-773-4869,"525 Lenox Road, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/10998,40.654704,-73.941089
18,18K285,I.S. 285 Meyer Levin,718-451-2200,"5909 Beverly Road, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11011,40.646877,-73.920977
18,18K581,East Flatbush Community Research School,718-773-3059,"905 Winthrop Street, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11018,40.65843,-73.929076
18,18K588,Middle School for Art and Philosophy,718-342-7563,"1084 Lenox Road, Brooklyn, NY 11212",11212.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11019,40.658295,-73.920109
18,18K763,Brooklyn Science and Engineering Academy,718-240-3790,"5404 Tilden Avenue, Brooklyn, NY 11203",11203.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11025,40.648423,-73.925948
19,19K089,P.S. 089 Cypress Hills,718-964-1180,"265 Warwick Street, Brooklyn, NY 11207",11207.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11062,40.677697,-73.886936
19,19K760,Highland Park Community School,718-235-1785,"528 Ridgewood Avenue, Brooklyn, NY 11208",11208.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11144,40.68618,-73.869625
19,19K171,I.S. 171 Abraham Lincoln,718-647-0111,"528 Ridgewood Avenue, Brooklyn, NY 11208",11208.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11077,40.68618,-73.869625
19,19K218,J.H.S. 218 James P. Sinnott,718-647-9050,"370 Fountain Avenue, Brooklyn, NY 11208",11208.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11090,40.670724,-73.874208
19,19K292,J.H.S. 292 Margaret S. Douglas,718-498-6562,"301 Vermont Street, Brooklyn, NY 11207",11207.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11098,40.671987,-73.893896
19,19K364,I.S. 364 Gateway,718-642-3007,"1426 Freeport Loop, Brooklyn, NY 11239",11239.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11114,40.645806,-73.881671
19,19K404,Academy for Young Writers,718-688-7230,"1065 Elton Street, Brooklyn, NY 11208",11239.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11116,40.657434,-73.874734
19,19K409,East New York Family Academy,718-498-5240,"145 Pennsylvania Avenue, Brooklyn, NY 11207",11207.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11118,40.674135,-73.89643
19,19K422,Spring Creek Community School,718-688-7200,"1065 Elton Street, Brooklyn, NY 11208",11239.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11120,40.657434,-73.874734
19,19K452,Frederick Douglass Academy VIII Middle School,718-348-2465,"1400 Pennsylvania Avenue, Brooklyn, NY 11239",11239.0,BROOKLYN,https://www.myschools.nyc/en/schools/middle-school/11121,40.64726,-73.881114
